comparison_score,target_path,target_type,target_subject,verdict,reasons,raw_hash_match,canonical_hash_match,body_hash_match,attachment_match_count,simhash_distance,token_jaccard,semantic_cosine
136.63,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Secretaries Day Latest Trends and AI Integration 6-8 September 2023.eml,eml,Secretaries Day Latest Trends and AI Integration 6-8 September 2023,UNRELATED,,0,0,0,0,20.0,0.18911174785100288,0.7371655151396326
136.62,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ The Outstanding Receptionist & Office Administrator.eml,eml,Reminder: The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,15.0,0.16063348416289594,0.7155377699965431
136.52,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Book your seat at the Navigating the Future of Executive Assistants, Secretaries and Office Professionals summit on 29-30 November 2023 at the southern sun THE EDWARD in Durban, Kwazulu Natal_.eml",eml,"Book your seat at the Navigating the Future of Executive Assistants, Secretaries and Office Professionals summit on 29-30 November 2023 at the southern sun THE EDWARD in Durban, Kwazulu Natal.",UNRELATED,,0,0,0,0,16.0,0.14259927797833935,0.7425734379468825
136.48,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Why are they called ‘soft skills” when it is so hard to be successful without them (1).eml,eml,Why are they called ‘soft skills” when it is so hard to be successful without them,UNRELATED,,0,0,0,0,16.0,0.17972350230414746,0.7050680101740027
136.47,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Outstanding Receptionist & Office Administrator (1).eml,eml,The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,15.0,0.15610859728506787,0.7186344980417065
136.44,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO (1).eml,eml,15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO,UNRELATED,,0,0,0,0,12.0,0.1435483870967742,0.7008127947087875
136.4,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\7th Annual Leadership Development for Women in Government & SOE's Conference-22nd, 23rd, 24th November 2023@Cape Town International Convention Centre.eml",eml,"7th Annual Leadership Development for Women in Government & SOE's Conference-22nd, 23rd, 24th November 2023@Cape Town International Convention Centre",UNRELATED,,0,0,0,0,15.0,0.14342629482071714,0.7305676118719192
136.29,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (6).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,14.0,0.15526802218114602,0.7076536712943111
136.29,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (2).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,13.0,0.10967741935483871,0.743253477493441
136.29,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (5).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,13.0,0.10967741935483871,0.743253477493441
136.26,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ Key Managerial Skills for New Managers and Supervisors (1).eml,eml,Reminder: Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,16.0,0.16666666666666666,0.7159371551021183
136.23,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Key Managerial Skills for New Managers and Supervisors (3).eml,eml,Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,16.0,0.163855421686747,0.718422341195508
136.22,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\STRATEGIC HRBP CONFERENCE.eml,eml,STRATEGIC HRBP CONFERENCE,UNRELATED,,0,0,0,0,15.0,0.13365155131264916,0.7385799953378689
136.21,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference (2).eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,12.0,0.13050847457627118,0.7115935503204006
136.07,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Key Managerial Skills for New Managers and Supervisors (2).eml,eml,Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,15.0,0.15789473684210525,0.7128215979211959
135.91,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Key Managerial Skills for New Managers and Supervisors (1).eml,eml,Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,16.0,0.163855421686747,0.7152922562607646
135.9,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (5).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,14.0,0.15285451197053407,0.706154195280502
135.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\STAKEHOLDER MANAGEMENT- SEMINAR 2023.eml,eml,STAKEHOLDER MANAGEMENT- SEMINAR 2023,UNRELATED,,0,0,0,0,12.0,0.11298076923076923,0.7257191152619756
135.85,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO (2).eml,eml,15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO,UNRELATED,,0,0,0,0,11.0,0.14308426073131955,0.6854030269031237
135.83,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ Key Managerial Skills for New Managers and Supervisors.eml,eml,Reminder: Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,16.0,0.163855421686747,0.7144835322605885
135.81,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Key Managerial Skills for New Managers and Supervisors.eml,eml,Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,16.0,0.16105769230769232,0.7170250151999806
135.5,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Let ITC organise and host your Womens Day Event for your Company.eml,eml,Let ITC organise and host your Womens Day Event for your Company,UNRELATED,,0,0,0,0,14.0,0.16952789699570817,0.6854341122258887
135.38,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ The Office Professional & Records Management Masterclass.eml,eml,Reminder: The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,15.0,0.16186252771618626,0.7019014186739546
135.24,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (3).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,15.0,0.10967741935483871,0.7527526007157711
135.24,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ RE_ MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS_ CORPORATE SERVICES (6).eml,eml,FW: RE: MEETING BETWEEN COGTA (MUNICIPAL ADMINISTRATION) AND THE DIRECTORS: CORPORATE SERVICES,UNRELATED,,0,0,0,0,15.0,0.10967741935483871,0.7527526007157711
135.24,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\M.I.R.R.O.R Conference.eml,eml,M.I.R.R.O.R Conference,UNRELATED,,0,0,0,0,14.0,0.16666666666666666,0.6857237172727558
135.15,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (2).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,15.0,0.15313653136531366,0.7083392228353128
135.09,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (7).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,15.0,0.15313653136531366,0.7077347864202157
135.0,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference (1).eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,14.0,0.13275862068965516,0.7172494321353107
135.0,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Office Professional & Records Management Masterclass.eml,eml,The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,16.0,0.16703786191536749,0.7029191814586889
134.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Reminder to Register_ The Office Professional & Records Management Masterclass (1).eml,eml,Final Reminder to Register: The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,16.0,0.16741071428571427,0.7023272616082894
134.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Workplace Diversity and Talent Management 15-17 November 2023.eml,eml,Workplace Diversity and Talent Management 15-17 November 2023,UNRELATED,,0,0,0,0,18.0,0.1783783783783784,0.7113003206066665
134.96,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\High Impact Administrative Professionals 24-26 May 2023.eml,eml,High Impact Administrative Professionals 24-26 May 2023,UNRELATED,,0,0,0,0,18.0,0.1618798955613577,0.7277298136584698
