comparison_score,target_path,target_type,target_subject,verdict,reasons,raw_hash_match,canonical_hash_match,body_hash_match,attachment_match_count,simhash_distance,token_jaccard,semantic_cosine
66.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Outstanding Receptionist & Office Administrator (2).eml,eml,The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,13.0,0.1583710407239819,
66.67,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\M.I.R.R.O.R Conference.eml,eml,M.I.R.R.O.R Conference,UNRELATED,,0,0,0,0,14.0,0.16666666666666666,
66.63,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\I didn’t hear back from you (1).eml,eml,I didn’t hear back from you,UNRELATED,,0,0,0,0,14.0,0.166270783847981,
66.58,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Outstanding Receptionist & Office Administrator.eml,eml,The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,13.0,0.15575620767494355,
66.55,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\LEADERSHIP DEVELOPMENT IN MINING AFRICAN NETWORKING FORUM.eml,eml,LEADERSHIP DEVELOPMENT IN MINING AFRICAN NETWORKING FORUM,UNRELATED,,0,0,0,0,12.0,0.14545454545454545,
66.53,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Corporate Fraud Prevention, Detection & Investigation Training (1).eml",eml,"Corporate Fraud Prevention, Detection & Investigation Training",UNRELATED,,0,0,0,0,12.0,0.14533622559652928,
66.44,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\wHY R yOUR eMails aLWAYS full OF mistakes___.eml,eml,wHY R yOUR eMails aLWAYS full OF mistakes???,UNRELATED,,0,0,0,0,12.0,0.14444444444444443,
66.39,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Emotional Intelligence & Personal Mastery (1).eml,eml,Emotional Intelligence & Personal Mastery,UNRELATED,,0,0,0,0,12.0,0.14386792452830188,
66.39,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Emotional Intelligence & Personal Mastery.eml,eml,Emotional Intelligence & Personal Mastery,UNRELATED,,0,0,0,0,12.0,0.14386792452830188,
66.35,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO (1).eml,eml,15th Annual WOMEN IN MINING CONFERENCE & CAREER EXPO,UNRELATED,,0,0,0,0,12.0,0.1435483870967742,
66.29,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Corporate Fraud Prevention, Detection & Investigation Training.eml",eml,"Corporate Fraud Prevention, Detection & Investigation Training",UNRELATED,,0,0,0,0,12.0,0.14285714285714285,
66.24,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference (4).eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,11.0,0.13242784380305603,
66.2,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Accounts Payable_ From Accounting to Management.eml,eml,Accounts Payable: From Accounting to Management,UNRELATED,,0,0,0,0,13.0,0.15201900237529692,
66.14,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ Elevate Your HR Career with Our Strategic HRM and Business Partnering Course! (1).eml,eml,Reminder: Elevate Your HR Career with Our Strategic HRM and Business Partnering Course!,UNRELATED,,0,0,0,0,16.0,0.18142548596112312,
65.98,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Are you struggling to write policies and procedures for your company, this email has all the answers (1).eml",eml,"Are you struggling to write policies and procedures for your company, this email has all the answers",UNRELATED,,0,0,0,0,13.0,0.14977973568281938,
65.97,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Why are they called ‘soft skills” when it is so hard to be successful without them (1).eml,eml,Why are they called ‘soft skills” when it is so hard to be successful without them,UNRELATED,,0,0,0,0,16.0,0.17972350230414746,
65.93,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\M.I.R.R.O.R Conference (1).eml,eml,M.I.R.R.O.R Conference,UNRELATED,,0,0,0,0,15.0,0.16930022573363432,
65.92,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Nomcebo, Celebrate Father's Day with Southern Sun.eml",eml,"Nomcebo, Celebrate Father's Day with Southern Sun",UNRELATED,,0,0,0,0,13.0,0.14921465968586387,
65.89,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Are you the kind of boss everyone wants to work for.eml,eml,Are you the kind of boss everyone wants to work for,UNRELATED,,0,0,0,0,13.0,0.14893617021276595,
65.89,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\RE_ REMINDER REPORTING_ ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER).eml,eml,RE: REMINDER REPORTING: ENGAGEMENT ON MPAC; MONITORING OF COUNCIL COMMITTEES; AND COMPLIANCE TO CODE OF CONDUCT FOR COUNCILLORS ( 2ND QUARTER),UNRELATED,,0,0,0,0,10.0,0.11894273127753303,
65.89,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ Elevate Your HR Career with Our Strategic HRM and Business Partnering Course!.eml,eml,Reminder: Elevate Your HR Career with Our Strategic HRM and Business Partnering Course!,UNRELATED,,0,0,0,0,16.0,0.1788793103448276,
65.89,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Tips, techniques and shortcuts for getting the results you want every time you sit down to write a technical report.eml",eml,"Tips, techniques and shortcuts for getting the results you want every time you sit down to write a technical report",UNRELATED,,0,0,0,0,16.0,0.17892156862745098,
65.87,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Outstanding Receptionist & Office Administrator (3).eml,eml,The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,14.0,0.15873015873015872,
65.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Ethics in the Workplace Symposium 2023 (1).eml,eml,Ethics in the Workplace Symposium 2023,UNRELATED,,0,0,0,0,10.0,0.11842105263157894,
65.84,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Ethics in the Workplace Symposium 2023.eml,eml,Ethics in the Workplace Symposium 2023,UNRELATED,,0,0,0,0,10.0,0.11842105263157894,
65.77,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\NFMW Integrated Report & Key Highlights 📑.eml,eml,NFMW Integrated Report & Key Highlights 📑,UNRELATED,,0,0,0,0,11.0,0.12770137524557956,
65.73,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Are you struggling to write policies and procedures for your company, this email has all the answers.eml",eml,"Are you struggling to write policies and procedures for your company, this email has all the answers",UNRELATED,,0,0,0,0,13.0,0.14725274725274726,
65.7,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\BEST PRACTICE WORKSHOP ON EFFECTIVE  INVENTORY MANAGEMENT (1).eml,eml,BEST PRACTICE WORKSHOP ON EFFECTIVE  INVENTORY MANAGEMENT ,UNRELATED,,0,0,0,0,10.0,0.11699779249448124,
65.67,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Fwd_ (1).eml,eml,Fwd:,UNRELATED,,0,0,0,0,12.0,0.13671875,
65.6,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\5th Annual Pension Conference (2).eml,eml,5th Annual Pension Conference,UNRELATED,,0,0,0,0,13.0,0.14602587800369685,
65.53,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (6).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,14.0,0.15526802218114602,
65.5,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Training Courses This Coming August.eml,eml,Training Courses This Coming August,UNRELATED,,0,0,0,0,14.0,0.15497076023391812,
65.49,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Edition - 8 September 2023.eml,eml,Final Edition - 8 September 2023,UNRELATED,,0,0,0,0,8.0,0.09490509490509491,
65.47,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference (3).eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,12.0,0.13471502590673576,
65.4,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Elevate Your HR Career with Our Strategic HRM and Business Partnering Course!.eml,eml,Elevate Your HR Career with Our Strategic HRM and Business Partnering Course!,UNRELATED,,0,0,0,0,17.0,0.18398268398268397,
65.39,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MS Project tips and tricks for construction projects.eml,eml,MS Project tips and tricks for construction projects,UNRELATED,,0,0,0,0,13.0,0.14386792452830188,
65.36,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\IMPSA 38TH ANNUAL INTERNATIONAL CONFERENCE.eml,eml,IMPSA 38TH ANNUAL INTERNATIONAL CONFERENCE,UNRELATED,,0,0,0,0,12.0,0.13359528487229863,
65.35,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\I didn’t hear back from you.eml,eml,I didn’t hear back from you,UNRELATED,,0,0,0,0,15.0,0.16350710900473933,
65.33,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FIDIC Claims_ Management of Claims and Resolution of Disputes.eml,eml,FIDIC Claims: Management of Claims and Resolution of Disputes,UNRELATED,,0,0,0,0,15.0,0.16326530612244897,
65.29,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Enviro Mining (5).eml,eml,Enviro Mining,UNRELATED,,0,0,0,0,14.0,0.15285451197053407,
65.25,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\JBCC Suite of Contracts – this just in.eml,eml,JBCC Suite of Contracts – this just in,UNRELATED,,0,0,0,0,14.0,0.15250544662309368,
65.2,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Current Awareness+ (1).eml,eml,Current Awareness+,UNRELATED,,0,0,0,0,11.0,0.12195121951219512,
65.19,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\INVITATION TO  WORKPLACE ERGONOMICS RISK AUDIT MASTERCLASS.eml,eml,INVITATION TO  WORKPLACE ERGONOMICS RISK AUDIT MASTERCLASS,UNRELATED,,0,0,0,0,13.0,0.1419068736141907,
65.19,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ The Office Professional & Records Management Masterclass.eml,eml,Reminder: The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,15.0,0.16186252771618626,
65.18,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Tips, techniques and shortcuts for getting the results you want every time you sit down to write a technical report (2).eml",eml,"Tips, techniques and shortcuts for getting the results you want every time you sit down to write a technical report",UNRELATED,,0,0,0,0,17.0,0.18181818181818182,
65.14,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Elevate Your Payroll Skills with Our Comprehensive Course!.eml,eml,Elevate Your Payroll Skills with Our Comprehensive Course!,UNRELATED,,0,0,0,0,15.0,0.16136363636363638,
65.11,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Gender Mainstreaming Symposium 2023.eml,eml,Gender Mainstreaming Symposium 2023 ,UNRELATED,,0,0,0,0,11.0,0.1211340206185567,
65.06,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Reminder_ The Outstanding Receptionist & Office Administrator.eml,eml,Reminder: The Outstanding Receptionist & Office Administrator,UNRELATED,,0,0,0,0,15.0,0.16063348416289594,
65.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Advanced Minutes Taking and Report Writing.eml,eml,Advanced Minutes Taking and Report Writing,UNRELATED,,0,0,0,0,15.0,0.16052060737527116,
65.05,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Mineral Resources Compliance & Reporting Conference (2).eml,eml,Mineral Resources Compliance & Reporting Conference,UNRELATED,,0,0,0,0,12.0,0.13050847457627118,
64.89,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Fwd_ Regent Business School Acceptance.eml,eml,Fwd: Regent Business School Acceptance,UNRELATED,,0,0,0,0,11.0,0.11889596602972399,
64.88,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\M_527600970.eml,eml,M:527600970 ,UNRELATED,,0,0,0,0,12.0,0.1288056206088993,
64.85,"C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\MANAGING AND FOSTERING GENDER DIVERSITY AND EMPLOYMENT EQUITY FOR HUMAN RESOURCES DIRECTORS, MANAGERS IN THE GOVERNMENT SECTOR_.eml",eml,"MANAGING AND FOSTERING GENDER DIVERSITY AND EMPLOYMENT EQUITY FOR HUMAN RESOURCES DIRECTORS, MANAGERS IN THE GOVERNMENT SECTOR.",UNRELATED,,0,0,0,0,12.0,0.12846347607052896,
64.85,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Training Courses This August.eml,eml,Training Courses This August,UNRELATED,,0,0,0,0,16.0,0.16853932584269662,
64.82,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\WOMEN MANAGERS LEADERSHIP RETREAT (5).eml,eml,WOMEN MANAGERS LEADERSHIP RETREAT,UNRELATED,,0,0,0,0,16.0,0.16824196597353497,
64.8,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Strategic HRM & Business Partnering.eml,eml,Strategic HRM & Business Partnering,UNRELATED,,0,0,0,0,16.0,0.16795865633074936,
64.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ service desk (1).eml,eml,FW: service desk,UNRELATED,,0,0,0,0,13.0,0.13785557986870897,
64.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\FW_ service desk.eml,eml,FW: service desk,UNRELATED,,0,0,0,0,13.0,0.13785557986870897,
64.79,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Key Managerial Skills for New Managers and Supervisors (2).eml,eml,Key Managerial Skills for New Managers and Supervisors,UNRELATED,,0,0,0,0,15.0,0.15789473684210525,
64.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\Final Reminder to Register_ The Office Professional & Records Management Masterclass (1).eml,eml,Final Reminder to Register: The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,16.0,0.16741071428571427,
64.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\NEC3 - what you don't know could hurt you.eml,eml,NEC3 - what you don't know could hurt you,UNRELATED,,0,0,0,0,16.0,0.16741071428571427,
64.74,C:\Users\info\OneDrive\Documents\email_compare_offline\EXTRACTED FILES\EMAILS\Original format\The Office Professional & Records Management Masterclass (5).eml,eml,The Office Professional & Records Management Masterclass,UNRELATED,,0,0,0,0,16.0,0.16741071428571427,
